lat_center,lon_center,lat_bin,lon_bin,grid_id
20.5740455,92.00282371173482,4,5,4_5
20.5740455,92.0112194005103,4,6,4_6
20.5740455,92.0196150892858,4,7,4_7
20.5740455,92.02801077806129,4,8,4_8
20.5740455,92.03640646683678,4,9,4_9
20.5740455,92.04480215561226,4,10,4_10
20.5740455,92.05319784438775,4,11,4_11
20.5740455,92.06159353316325,4,12,4_12
20.5740455,92.06998922193873,4,13,4_13
20.5740455,92.07838491071422,4,14,4_14
20.5740455,92.08678059948971,4,15,4_15
20.5740455,92.0951762882652,4,16,4_16
20.5740455,92.10357197704069,4,17,4_17
20.5740455,92.11196766581618,4,18,4_18
20.5740455,92.12036335459166,4,19,4_19
20.5740455,92.12875904336715,4,20,4_20
20.5740455,92.13715473214265,4,21,4_21
20.5740455,92.14555042091814,4,22,4_22
20.5740455,92.15394610969362,4,23,4_23
20.5740455,92.16234179846911,4,24,4_24
20.5740455,92.17073748724461,4,25,4_25
20.5740455,92.17913317602009,4,26,4_26
20.5740455,92.18752886479558,4,27,4_27
20.5740455,92.19592455357107,4,28,4_28
20.5740455,92.20432024234655,4,29,4_29
20.5740455,92.21271593112205,4,30,4_30
20.5740455,92.22111161989754,4,31,4_31
20.5740455,92.22950730867304,4,32,4_32
20.5740455,92.23790299744851,4,33,4_33
20.5740455,92.24629868622401,4,34,4_34
20.5740455,92.2546943749995,4,35,4_35
20.5740455,92.26309006377498,4,36,4_36
20.5740455,92.27148575255048,4,37,4_37
20.5740455,92.27988144132597,4,38,4_38
20.5740455,92.28827713010145,4,39,4_39
20.5740455,92.29667281887694,4,40,4_40
20.5740455,92.30506850765244,4,41,4_41
20.5740455,92.31346419642792,4,42,4_42
20.5740455,92.32185988520341,4,43,4_43
20.5740455,92.3302555739789,4,44,4_44
20.5740455,92.3386512627544,4,45,4_45
20.5740455,92.34704695152988,4,46,4_46
20.5740455,92.35544264030537,4,47,4_47
20.5740455,92.36383832908086,4,48,4_48
20.5740455,92.37223401785634,4,49,4_49
20.5740455,92.38062970663184,4,50,4_50
20.5740455,92.38902539540733,4,51,4_51
20.5740455,92.39742108418281,4,52,4_52
20.5740455,92.4058167729583,4,53,4_53
20.5740455,92.4142124617338,4,54,4_54
20.5740455,92.42260815050928,4,55,4_55
20.5830385,91.96924095663286,5,1,5_1
20.5830385,91.97763664540835,5,2,5_2
20.5830385,91.98603233418383,5,3,5_3
20.5830385,91.99442802295933,5,4,5_4
20.5830385,92.00282371173482,5,5,5_5
20.5830385,92.0112194005103,5,6,5_6
20.5830385,92.0196150892858,5,7,5_7
20.5830385,92.02801077806129,5,8,5_8
20.5830385,92.03640646683678,5,9,5_9
20.5830385,92.04480215561226,5,10,5_10
20.5830385,92.05319784438775,5,11,5_11
20.5830385,92.06159353316325,5,12,5_12
20.5830385,92.06998922193873,5,13,5_13
20.5830385,92.07838491071422,5,14,5_14
20.5830385,92.08678059948971,5,15,5_15
20.5830385,92.0951762882652,5,16,5_16
20.5830385,92.10357197704069,5,17,5_17
20.5830385,92.11196766581618,5,18,5_18
20.5830385,92.12036335459166,5,19,5_19
20.5830385,92.12875904336715,5,20,5_20
20.5830385,92.13715473214265,5,21,5_21
20.5830385,92.14555042091814,5,22,5_22
20.5830385,92.15394610969362,5,23,5_23
20.5830385,92.16234179846911,5,24,5_24
20.5830385,92.17073748724461,5,25,5_25
20.5830385,92.17913317602009,5,26,5_26
20.5830385,92.18752886479558,5,27,5_27
20.5830385,92.19592455357107,5,28,5_28
20.5830385,92.20432024234655,5,29,5_29
20.5830385,92.21271593112205,5,30,5_30
20.5830385,92.22111161989754,5,31,5_31
20.5830385,92.22950730867304,5,32,5_32
20.5830385,92.23790299744851,5,33,5_33
20.5830385,92.24629868622401,5,34,5_34
20.5830385,92.2546943749995,5,35,5_35
20.5830385,92.26309006377498,5,36,5_36
20.5830385,92.27148575255048,5,37,5_37
20.5830385,92.27988144132597,5,38,5_38
20.5830385,92.28827713010145,5,39,5_39
20.5830385,92.29667281887694,5,40,5_40
20.5830385,92.30506850765244,5,41,5_41
20.5830385,92.31346419642792,5,42,5_42
20.5830385,92.32185988520341,5,43,5_43
20.5830385,92.3302555739789,5,44,5_44
20.5830385,92.3386512627544,5,45,5_45
20.5830385,92.34704695152988,5,46,5_46
20.5830385,92.35544264030537,5,47,5_47
20.5830385,92.36383832908086,5,48,5_48
20.5830385,92.37223401785634,5,49,5_49
20.5830385,92.38062970663184,5,50,5_50
20.5830385,92.38902539540733,5,51,5_51
20.5830385,92.39742108418281,5,52,5_52
20.5830385,92.4058167729583,5,53,5_53
20.5830385,92.4142124617338,5,54,5_54
20.5830385,92.42260815050928,5,55,5_55
20.5920315,91.96924095663286,6,1,6_1
20.5920315,91.97763664540835,6,2,6_2
20.5920315,91.98603233418383,6,3,6_3
20.5920315,91.99442802295933,6,4,6_4
20.5920315,92.00282371173482,6,5,6_5
20.5920315,92.0112194005103,6,6,6_6
20.5920315,92.0196150892858,6,7,6_7
20.5920315,92.02801077806129,6,8,6_8
20.5920315,92.03640646683678,6,9,6_9
20.5920315,92.04480215561226,6,10,6_10
20.5920315,92.05319784438775,6,11,6_11
20.5920315,92.06159353316325,6,12,6_12
20.5920315,92.06998922193873,6,13,6_13
20.5920315,92.07838491071422,6,14,6_14
20.5920315,92.08678059948971,6,15,6_15
20.5920315,92.0951762882652,6,16,6_16
20.5920315,92.10357197704069,6,17,6_17
20.5920315,92.11196766581618,6,18,6_18
20.5920315,92.12036335459166,6,19,6_19
20.5920315,92.12875904336715,6,20,6_20
20.5920315,92.13715473214265,6,21,6_21
20.5920315,92.14555042091814,6,22,6_22
20.5920315,92.15394610969362,6,23,6_23
20.5920315,92.16234179846911,6,24,6_24
20.5920315,92.17073748724461,6,25,6_25
20.5920315,92.17913317602009,6,26,6_26
20.5920315,92.18752886479558,6,27,6_27
20.5920315,92.19592455357107,6,28,6_28
20.5920315,92.20432024234655,6,29,6_29
20.5920315,92.21271593112205,6,30,6_30
20.5920315,92.22111161989754,6,31,6_31
20.5920315,92.22950730867304,6,32,6_32
20.5920315,92.23790299744851,6,33,6_33
20.5920315,92.24629868622401,6,34,6_34
20.5920315,92.2546943749995,6,35,6_35
20.5920315,92.26309006377498,6,36,6_36
20.5920315,92.27148575255048,6,37,6_37
20.5920315,92.27988144132597,6,38,6_38
20.5920315,92.28827713010145,6,39,6_39
20.5920315,92.29667281887694,6,40,6_40
20.5920315,92.30506850765244,6,41,6_41
20.5920315,92.31346419642792,6,42,6_42
20.5920315,92.32185988520341,6,43,6_43
20.5920315,92.3302555739789,6,44,6_44
20.5920315,92.3386512627544,6,45,6_45
20.5920315,92.34704695152988,6,46,6_46
20.5920315,92.35544264030537,6,47,6_47
20.5920315,92.36383832908086,6,48,6_48
20.5920315,92.37223401785634,6,49,6_49
20.5920315,92.38062970663184,6,50,6_50
20.5920315,92.38902539540733,6,51,6_51
20.5920315,92.39742108418281,6,52,6_52
20.5920315,92.4058167729583,6,53,6_53
20.5920315,92.4142124617338,6,54,6_54
20.5920315,92.42260815050928,6,55,6_55
20.6010245,91.96924095663286,7,1,7_1
20.6010245,91.97763664540835,7,2,7_2
20.6010245,91.98603233418383,7,3,7_3
20.6010245,91.99442802295933,7,4,7_4
20.6010245,92.00282371173482,7,5,7_5
20.6010245,92.0112194005103,7,6,7_6
20.6010245,92.0196150892858,7,7,7_7
20.6010245,92.02801077806129,7,8,7_8
20.6010245,92.03640646683678,7,9,7_9
20.6010245,92.04480215561226,7,10,7_10
20.6010245,92.05319784438775,7,11,7_11
20.6010245,92.06159353316325,7,12,7_12
20.6010245,92.06998922193873,7,13,7_13
20.6010245,92.07838491071422,7,14,7_14
20.6010245,92.08678059948971,7,15,7_15
20.6010245,92.0951762882652,7,16,7_16
20.6010245,92.10357197704069,7,17,7_17
20.6010245,92.11196766581618,7,18,7_18
20.6010245,92.12036335459166,7,19,7_19
20.6010245,92.12875904336715,7,20,7_20
20.6010245,92.13715473214265,7,21,7_21
20.6010245,92.14555042091814,7,22,7_22
20.6010245,92.15394610969362,7,23,7_23
20.6010245,92.16234179846911,7,24,7_24
20.6010245,92.17073748724461,7,25,7_25
20.6010245,92.17913317602009,7,26,7_26
20.6010245,92.18752886479558,7,27,7_27
20.6010245,92.19592455357107,7,28,7_28
20.6010245,92.20432024234655,7,29,7_29
20.6010245,92.21271593112205,7,30,7_30
20.6010245,92.22111161989754,7,31,7_31
20.6010245,92.22950730867304,7,32,7_32
20.6010245,92.23790299744851,7,33,7_33
20.6010245,92.24629868622401,7,34,7_34
20.6010245,92.2546943749995,7,35,7_35
20.6010245,92.26309006377498,7,36,7_36
20.6010245,92.27148575255048,7,37,7_37
20.6010245,92.27988144132597,7,38,7_38
20.6010245,92.28827713010145,7,39,7_39
20.6010245,92.29667281887694,7,40,7_40
20.6010245,92.30506850765244,7,41,7_41
20.6010245,92.31346419642792,7,42,7_42
20.6010245,92.32185988520341,7,43,7_43
20.6010245,92.3302555739789,7,44,7_44
20.6010245,92.3386512627544,7,45,7_45
20.6010245,92.34704695152988,7,46,7_46
20.6010245,92.35544264030537,7,47,7_47
20.6010245,92.36383832908086,7,48,7_48
20.6010245,92.37223401785634,7,49,7_49
20.6010245,92.38062970663184,7,50,7_50
20.6010245,92.38902539540733,7,51,7_51
20.6010245,92.39742108418281,7,52,7_52
20.6010245,92.4058167729583,7,53,7_53
20.6010245,92.4142124617338,7,54,7_54
20.6010245,92.42260815050928,7,55,7_55
20.6100175,91.96924095663286,8,1,8_1
20.6100175,91.97763664540835,8,2,8_2
20.6100175,91.98603233418383,8,3,8_3
20.6100175,91.99442802295933,8,4,8_4
20.6100175,92.00282371173482,8,5,8_5
20.6100175,92.0112194005103,8,6,8_6
20.6100175,92.0196150892858,8,7,8_7
20.6100175,92.02801077806129,8,8,8_8
20.6100175,92.03640646683678,8,9,8_9
20.6100175,92.04480215561226,8,10,8_10
20.6100175,92.05319784438775,8,11,8_11
20.6100175,92.06159353316325,8,12,8_12
20.6100175,92.06998922193873,8,13,8_13
20.6100175,92.07838491071422,8,14,8_14
20.6100175,92.08678059948971,8,15,8_15
20.6100175,92.0951762882652,8,16,8_16
20.6100175,92.10357197704069,8,17,8_17
20.6100175,92.11196766581618,8,18,8_18
20.6100175,92.12036335459166,8,19,8_19
20.6100175,92.12875904336715,8,20,8_20
20.6100175,92.13715473214265,8,21,8_21
20.6100175,92.14555042091814,8,22,8_22
20.6100175,92.15394610969362,8,23,8_23
20.6100175,92.16234179846911,8,24,8_24
20.6100175,92.17073748724461,8,25,8_25
20.6100175,92.17913317602009,8,26,8_26
20.6100175,92.18752886479558,8,27,8_27
20.6100175,92.19592455357107,8,28,8_28
20.6100175,92.20432024234655,8,29,8_29
20.6100175,92.21271593112205,8,30,8_30
20.6100175,92.22111161989754,8,31,8_31
20.6100175,92.22950730867304,8,32,8_32
20.6100175,92.23790299744851,8,33,8_33
20.6100175,92.24629868622401,8,34,8_34
20.6100175,92.2546943749995,8,35,8_35
20.6100175,92.26309006377498,8,36,8_36
20.6100175,92.27148575255048,8,37,8_37
20.6100175,92.27988144132597,8,38,8_38
20.6100175,92.28827713010145,8,39,8_39
20.6100175,92.29667281887694,8,40,8_40
20.6100175,92.30506850765244,8,41,8_41
20.6100175,92.31346419642792,8,42,8_42
20.6100175,92.32185988520341,8,43,8_43
20.6100175,92.3302555739789,8,44,8_44
20.6100175,92.3386512627544,8,45,8_45
20.6100175,92.34704695152988,8,46,8_46
20.6100175,92.35544264030537,8,47,8_47
20.6100175,92.36383832908086,8,48,8_48
20.6100175,92.37223401785634,8,49,8_49
20.6100175,92.38062970663184,8,50,8_50
20.6100175,92.38902539540733,8,51,8_51
20.6100175,92.39742108418281,8,52,8_52
20.6100175,92.4058167729583,8,53,8_53
20.6100175,92.4142124617338,8,54,8_54
20.6100175,92.42260815050928,8,55,8_55
20.619010499999998,91.96924095663286,9,1,9_1
20.619010499999998,91.97763664540835,9,2,9_2
20.619010499999998,91.98603233418383,9,3,9_3
20.619010499999998,91.99442802295933,9,4,9_4
20.619010499999998,92.00282371173482,9,5,9_5
20.619010499999998,92.0112194005103,9,6,9_6
20.619010499999998,92.0196150892858,9,7,9_7
20.619010499999998,92.02801077806129,9,8,9_8
20.619010499999998,92.03640646683678,9,9,9_9
20.619010499999998,92.04480215561226,9,10,9_10
20.619010499999998,92.05319784438775,9,11,9_11
20.619010499999998,92.06159353316325,9,12,9_12
20.619010499999998,92.06998922193873,9,13,9_13
20.619010499999998,92.07838491071422,9,14,9_14
20.619010499999998,92.08678059948971,9,15,9_15
20.619010499999998,92.0951762882652,9,16,9_16
20.619010499999998,92.10357197704069,9,17,9_17
20.619010499999998,92.11196766581618,9,18,9_18
20.619010499999998,92.12036335459166,9,19,9_19
20.619010499999998,92.12875904336715,9,20,9_20
20.619010499999998,92.13715473214265,9,21,9_21
20.619010499999998,92.14555042091814,9,22,9_22
20.619010499999998,92.15394610969362,9,23,9_23
20.619010499999998,92.16234179846911,9,24,9_24
20.619010499999998,92.17073748724461,9,25,9_25
20.619010499999998,92.17913317602009,9,26,9_26
20.619010499999998,92.18752886479558,9,27,9_27
20.619010499999998,92.19592455357107,9,28,9_28
20.619010499999998,92.20432024234655,9,29,9_29
20.619010499999998,92.21271593112205,9,30,9_30
20.619010499999998,92.22111161989754,9,31,9_31
20.619010499999998,92.22950730867304,9,32,9_32
20.619010499999998,92.23790299744851,9,33,9_33
20.619010499999998,92.24629868622401,9,34,9_34
20.619010499999998,92.2546943749995,9,35,9_35
20.619010499999998,92.26309006377498,9,36,9_36
20.619010499999998,92.27148575255048,9,37,9_37
20.619010499999998,92.27988144132597,9,38,9_38
20.619010499999998,92.28827713010145,9,39,9_39
20.619010499999998,92.29667281887694,9,40,9_40
20.619010499999998,92.30506850765244,9,41,9_41
20.619010499999998,92.31346419642792,9,42,9_42
20.619010499999998,92.32185988520341,9,43,9_43
20.619010499999998,92.3302555739789,9,44,9_44
20.619010499999998,92.3386512627544,9,45,9_45
20.619010499999998,92.34704695152988,9,46,9_46
20.619010499999998,92.35544264030537,9,47,9_47
20.619010499999998,92.36383832908086,9,48,9_48
20.619010499999998,92.37223401785634,9,49,9_49
20.619010499999998,92.38062970663184,9,50,9_50
20.619010499999998,92.38902539540733,9,51,9_51
20.619010499999998,92.39742108418281,9,52,9_52
20.619010499999998,92.4058167729583,9,53,9_53
20.619010499999998,92.4142124617338,9,54,9_54
20.619010499999998,92.42260815050928,9,55,9_55
20.6280035,91.96924095663286,10,1,10_1
20.6280035,91.97763664540835,10,2,10_2
20.6280035,91.98603233418383,10,3,10_3
20.6280035,91.99442802295933,10,4,10_4
20.6280035,92.00282371173482,10,5,10_5
20.6280035,92.0112194005103,10,6,10_6
20.6280035,92.0196150892858,10,7,10_7
20.6280035,92.02801077806129,10,8,10_8
20.6280035,92.03640646683678,10,9,10_9
20.6280035,92.04480215561226,10,10,10_10
20.6280035,92.05319784438775,10,11,10_11
20.6280035,92.06159353316325,10,12,10_12
20.6280035,92.06998922193873,10,13,10_13
20.6280035,92.07838491071422,10,14,10_14
20.6280035,92.08678059948971,10,15,10_15
20.6280035,92.0951762882652,10,16,10_16
20.6280035,92.10357197704069,10,17,10_17
20.6280035,92.11196766581618,10,18,10_18
20.6280035,92.12036335459166,10,19,10_19
20.6280035,92.12875904336715,10,20,10_20
20.6280035,92.13715473214265,10,21,10_21
20.6280035,92.14555042091814,10,22,10_22
20.6280035,92.15394610969362,10,23,10_23
20.6280035,92.16234179846911,10,24,10_24
20.6280035,92.17073748724461,10,25,10_25
20.6280035,92.17913317602009,10,26,10_26
20.6280035,92.18752886479558,10,27,10_27
20.6280035,92.19592455357107,10,28,10_28
20.6280035,92.20432024234655,10,29,10_29
20.6280035,92.21271593112205,10,30,10_30
20.6280035,92.22111161989754,10,31,10_31
20.6280035,92.22950730867304,10,32,10_32
20.6280035,92.23790299744851,10,33,10_33
20.6280035,92.24629868622401,10,34,10_34
20.6280035,92.2546943749995,10,35,10_35
20.6280035,92.26309006377498,10,36,10_36
20.6280035,92.27148575255048,10,37,10_37
20.6280035,92.27988144132597,10,38,10_38
20.6280035,92.28827713010145,10,39,10_39
20.6280035,92.29667281887694,10,40,10_40
20.6280035,92.30506850765244,10,41,10_41
20.6280035,92.31346419642792,10,42,10_42
20.6280035,92.32185988520341,10,43,10_43
20.6280035,92.3302555739789,10,44,10_44
20.6280035,92.3386512627544,10,45,10_45
20.6280035,92.34704695152988,10,46,10_46
20.6280035,92.35544264030537,10,47,10_47
20.6280035,92.36383832908086,10,48,10_48
20.6280035,92.37223401785634,10,49,10_49
20.6280035,92.38062970663184,10,50,10_50
20.6280035,92.38902539540733,10,51,10_51
20.6280035,92.39742108418281,10,52,10_52
20.6280035,92.4058167729583,10,53,10_53
20.6280035,92.4142124617338,10,54,10_54
20.6280035,92.42260815050928,10,55,10_55
20.6369965,91.96924095663286,11,1,11_1
20.6369965,91.97763664540835,11,2,11_2
20.6369965,91.98603233418383,11,3,11_3
20.6369965,91.99442802295933,11,4,11_4
20.6369965,92.00282371173482,11,5,11_5
20.6369965,92.0112194005103,11,6,11_6
20.6369965,92.0196150892858,11,7,11_7
20.6369965,92.02801077806129,11,8,11_8
20.6369965,92.03640646683678,11,9,11_9
20.6369965,92.04480215561226,11,10,11_10
20.6369965,92.05319784438775,11,11,11_11
20.6369965,92.06159353316325,11,12,11_12
20.6369965,92.06998922193873,11,13,11_13
20.6369965,92.07838491071422,11,14,11_14
20.6369965,92.08678059948971,11,15,11_15
20.6369965,92.0951762882652,11,16,11_16
20.6369965,92.10357197704069,11,17,11_17
20.6369965,92.11196766581618,11,18,11_18
20.6369965,92.12036335459166,11,19,11_19
20.6369965,92.12875904336715,11,20,11_20
20.6369965,92.13715473214265,11,21,11_21
20.6369965,92.14555042091814,11,22,11_22
20.6369965,92.15394610969362,11,23,11_23
20.6369965,92.16234179846911,11,24,11_24
20.6369965,92.17073748724461,11,25,11_25
20.6369965,92.17913317602009,11,26,11_26
20.6369965,92.18752886479558,11,27,11_27
20.6369965,92.19592455357107,11,28,11_28
20.6369965,92.20432024234655,11,29,11_29
20.6369965,92.21271593112205,11,30,11_30
20.6369965,92.22111161989754,11,31,11_31
20.6369965,92.22950730867304,11,32,11_32
20.6369965,92.23790299744851,11,33,11_33
20.6369965,92.24629868622401,11,34,11_34
20.6369965,92.2546943749995,11,35,11_35
20.6369965,92.26309006377498,11,36,11_36
20.6369965,92.27148575255048,11,37,11_37
20.6369965,92.27988144132597,11,38,11_38
20.6369965,92.28827713010145,11,39,11_39
20.6369965,92.29667281887694,11,40,11_40
20.6369965,92.30506850765244,11,41,11_41
20.6369965,92.31346419642792,11,42,11_42
20.6369965,92.32185988520341,11,43,11_43
20.6369965,92.3302555739789,11,44,11_44
20.6369965,92.3386512627544,11,45,11_45
20.6369965,92.34704695152988,11,46,11_46
20.6369965,92.35544264030537,11,47,11_47
20.6369965,92.36383832908086,11,48,11_48
20.6369965,92.37223401785634,11,49,11_49
20.6369965,92.38062970663184,11,50,11_50
20.6369965,92.38902539540733,11,51,11_51
20.6369965,92.39742108418281,11,52,11_52
20.6369965,92.4058167729583,11,53,11_53
20.6369965,92.4142124617338,11,54,11_54
20.6369965,92.42260815050928,11,55,11_55
20.6459895,91.96924095663286,12,1,12_1
20.6459895,91.97763664540835,12,2,12_2
20.6459895,91.98603233418383,12,3,12_3
20.6459895,91.99442802295933,12,4,12_4
20.6459895,92.00282371173482,12,5,12_5
20.6459895,92.0112194005103,12,6,12_6
20.6459895,92.0196150892858,12,7,12_7
20.6459895,92.02801077806129,12,8,12_8
20.6459895,92.03640646683678,12,9,12_9
20.6459895,92.04480215561226,12,10,12_10
20.6459895,92.05319784438775,12,11,12_11
20.6459895,92.06159353316325,12,12,12_12
20.6459895,92.06998922193873,12,13,12_13
20.6459895,92.07838491071422,12,14,12_14
20.6459895,92.08678059948971,12,15,12_15
20.6459895,92.0951762882652,12,16,12_16
20.6459895,92.10357197704069,12,17,12_17
20.6459895,92.11196766581618,12,18,12_18
20.6459895,92.12036335459166,12,19,12_19
20.6459895,92.12875904336715,12,20,12_20
20.6459895,92.13715473214265,12,21,12_21
20.6459895,92.14555042091814,12,22,12_22
